,body,label
98,"The media could not be loaded.
                



 Got a defective phone, called too many times to the customer executives but they're not even resolving queries, just wasting time of customer by giving assurance which is useful and demanding to switch on the phone while replacing phone whereas phone has automatically switched off and not restarting nowWorst phone of my life and more worse thing is to take prime membership of amazon. They won't treat you like a prime when there is any issue with products.They refused to replace even after calling and explaining each and everything thrice to them",0
99,#Good Phone#Battery Good#Display Good# All Good ✔️😍,1
100,"Though I am not a veteran to rate the overall performance of a mobile phone, it is a nice phone. 2 gb ram is bit low, but that is not unexpected. What the only negative thing I am finding is it's big screen size and that is subjective. Anyway I am fully satisfied with this purchase. Those who are in need of a budget phone, with all essential features, can blindly purchase this.",0
101,"Pros. 1. This was bought on exchange offer, and I got a good price for my old phone. The exchange was smooth and there were no issues. Was very happy with the transaction.2. I have had it for just two weeks. So I cannot comment on durability, etc. No problem so far. Everything is as described on the Amazon page.3. The phone looks good and I am happy with the purchase.Cons.  Because it was an exchange transaction, the phone was not delivered as fast as for a full cash transaction. I ordered on 25 January and got the phone on 6 February. But I was kept updated about possible delivery dates, etc. So I was not worried.All in all, well worth it.",1
102,"XiaomiRedmi 9AGet Price Drop AlertKey SpecsDisplay6.53-inch (720x1600)ProcessorMediaTek Helio G25Front Camera5MPRear Camera13MPRAM2GBStorage32GBBattery Capacity5000mAhOSAndroid 10Market StatusReleasedRelease Date30th June 2020Redmi 9A SummaryRedmi 9A smartphone was launched on 30th June 2020. The phone comes with a 6.53-inch touchscreen display with a resolution of 720x1600 pixels and an aspect ratio of 20:9. Redmi 9A is powered by a 2GHz octa-core MediaTek Helio G25 processor. It comes with 2GB of RAM. The Redmi 9A runs Android 10 and is powered by a 5000mAh non-removable battery. The Redmi 9A supports proprietary fast charging.As far as the cameras are concerned, the Redmi 9A on the rear packs a 13-megapixel camera with an f/2.2 aperture. It sports a 5-megapixel camera on the front for selfies, with an f/2.2 aperture.The Redmi 9A runs MIUI 12 based on Android 10 and packs 32GB of inbuilt storage that can be expanded via microSD card (up to 512GB) with a dedicated slot. The Redmi 9A is a dual-SIM (GSM and GSM) smartphone that accepts Nano-SIM and Nano-SIM cards. The Redmi 9A measures 164.90 x 77.07 x 9.00mm (height x width x thickness) and weighs 194.00 grams. It was launched in Midnight Grey, Peacock Green, and Twilight Blue colours.Connectivity options on the Redmi 9A include Wi-Fi, Micro-USB, FM radio, 3G, and 4G with active 4G on both SIM cards. The Redmi 9A supports face unlock.As of 24th October 2020, Redmi 9A price in India starts at Rs. 6,799.",0
103,"Phone is good those who want a decent phone for daily use but first of all turn off all annoying ads they provide. No doubt on built quality, it is solid, durable. Battery life is very good. Camera gets the job done for daily use. I have 2gb variant which I won't recommend for others because I can feel slight lag if 4 apps are in the background, Go for Poco C3 3gb variant as it is the same brand of Mi,also it has better processer n u get 500rs discount on HDFC debit card. I trust Mi for long term use, I never had bad experience. Thumbs up if you find this helpful.",0
104,Very cool phone at this price and camera is average but overall I would recommend choose Redmond over realme,0
105,"It is a good phone for students who have online classes and those who use phone just for basic needs,i bought this phone for my mother ,she liked it,and she mentioned that it has weight compairing to other phone...may b coz of its battery and design..idk...its smooth and display wise good...i am really happy to buy this phone to my mother...she loved it😍😍",1
106,"This is the most pathetic product that I have ever had the misfortune to buy on Amazon - and you cannot return the product and hope to exchange it for something else because they do not permit ""RETURNS"" only ""REPLACEMENT""  - WITH THE SAME GODFORESAKEN PHONE!!!!!""It comes preloaded with MIUI and other inefficient memory, bandwidth  and battery draining bloatware and constant advertisements all over the place  - and there is no way you can disable them - by buying this phone you are compromising your data and security and paying for an advertiser to constantly bombard you with adverts for thoroughly useless products -  and you have to pay for the bandwidth he uses up.In an attempt to get rid of MIUI you cannot even flash a custom ROM like LineageOS or some of the other AltROMs cause the manufacturers of the device will not share the code. SO IF YOU'VE BOUGHT THIS DEVICE YOU ARE STUCK.Do not buy - if you happen to have paid for it then your fate is sealed - you cannot hope for a refund ---- better to spend that money on buying some cow dung - might help make a cow happy!",0
107,"In description, mention that the mobile is manufacturing by Rising Stars Mobile india pvt. Ltd., that is India, But see the picture, there mention Made in China.As per my coversation with Amazon as follows:1. Firstly they say...the batch or the lot which you have received possibly it's a old one.Me: how is this possible, after lunch, i purchase this phone on 2nd sale. How it could be old one.2. Amazon: From now onward the same product we are providing to our customers it's ""manufacturing in India"" this information is mentioned on the box itself.Me: what is this means, from now onward...Means previously manufactured in china or actual manufactured in china, there after comes to india and just replace the sticker.How is possible, a product made in India and print on that item other country name.I think they make people to fool and make money, just writing MADE IN INDIA.I request to you also, those are purchased this item please check the truth.And lastly this is possible on mobile/ any other products, those we cheated by amazon.",0
